	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FADS2	0.195813957347581	0.0493022990146101	0.073	0.038	1
ATP6V0A1	0.0245185266503694	0.0492987367836746	0.086	0.023	1
MCCC2	0.0521420797842801	0.0492987367836746	0.086	0.03	1
GPRASP2	0.0521420797842801	0.0492987367836746	0.086	0.03	1
DIABLO.1	0.0521420797842801	0.0492987367836746	0.086	0.03	1
ISCA2	0.0521420797842801	0.0492987367836746	0.086	0.03	1
AP3S2	0.0521420797842801	0.0492987367836746	0.086	0.03	1
ATP6V0B	0.273757820497025	0.0492594737781897	0.391	0.311	1
CDKN2AIPNL	0.183294999250042	0.049247014077921	0.132	0.083	1
C6orf120	0.183294999250042	0.049247014077921	0.132	0.083	1
FAM102A	0.099419339577922	0.0492130556028913	0.086	0.038	1
TAB2	0.115403837167892	0.0491408571181751	0.126	0.068	1
RTL8B	0.173129777296935	0.0490954170069813	0.172	0.114	1
ZFAND2B	0.165779073274556	0.0489915143365869	0.166	0.106	1
PAK2	0.151461151027872	0.0489451385674216	0.311	0.22	1
TRUB2	0.0360195652078752	0.0489296530809787	0.106	0.038	1
ZNF622	0.0656562387756757	0.0489296530809787	0.106	0.045	1
TTF1	0.0656562387756757	0.0489296530809787	0.106	0.045	1
RBMX2	0.180588550765142	0.0488901796259121	0.152	0.098	1
ARPC4	0.244638164218632	0.0488500342546592	0.199	0.144	1
KDM1A	0.111227404720293	0.048846924202879	0.106	0.053	1
CSRNP1	0.217840155736567	0.0486835210921845	0.119	0.076	1
TFE3	0.130073620692398	0.0486787858653296	0.132	0.076	1
TATDN1	0.130073620692398	0.0486787858653296	0.132	0.076	1
PHLDB2	0.203644239032499	0.048644890203726	0.139	0.091	1
APEX2	0.0541407549700132	0.0486290078638816	0.086	0.03	1
SLC7A6	0.0541407549700132	0.0486290078638816	0.086	0.03	1
ATP6V1F	0.281299524332761	0.0486006541579931	0.437	0.341	1
SREBF2	0.187480236188533	0.0485986833312183	0.132	0.083	1
HAT1	0.131320180623264	0.0485421893019444	0.172	0.106	1
UTP23	0.131320180623264	0.0485421893019444	0.172	0.106	1
FBXO42	0.053067679487628	0.0485180336232637	0.073	0.023	1
UBQLN4	0.053067679487628	0.0485180336232637	0.073	0.023	1
ACAD9	0.053067679487628	0.0485180336232637	0.073	0.023	1
INTU	0.053067679487628	0.0485180336232637	0.073	0.023	1
CCDC112	0.053067679487628	0.0485180336232637	0.073	0.023	1
DPY19L1	0.053067679487628	0.0485180336232637	0.073	0.023	1
GSPT2	0.053067679487628	0.0485180336232637	0.073	0.023	1
C1GALT1C1	0.053067679487628	0.0485180336232637	0.073	0.023	1
CLN8	0.053067679487628	0.0485180336232637	0.073	0.023	1
SLC20A2	0.053067679487628	0.0485180336232637	0.073	0.023	1
RANBP6	0.053067679487628	0.0485180336232637	0.073	0.023	1
TOR2A	0.053067679487628	0.0485180336232637	0.073	0.023	1
TMEM97	0.053067679487628	0.0485180336232637	0.073	0.023	1
NUP85	0.053067679487628	0.0485180336232637	0.073	0.023	1
POLI	0.053067679487628	0.0485180336232637	0.073	0.023	1
ZNF44	0.053067679487628	0.0485180336232637	0.073	0.023	1
CCDC97	0.053067679487628	0.0485180336232637	0.073	0.023	1
CDPF1	0.053067679487628	0.0485180336232637	0.073	0.023	1
SPON1	0.463882241494955	0.0484952320578359	0.099	0.076	1
MRPL34	0.250681237210397	0.0484410699931846	0.311	0.242	1
CBWD2	0.194258627103075	0.0484362585040522	0.159	0.106	1
TMEM189	0.194258627103075	0.0484362585040522	0.159	0.106	1
HERC5	0.108776411980126	0.0484356237711804	0.073	0.03	1
C17orf75	0.108776411980126	0.0484356237711804	0.073	0.03	1
RNF111	0.128743056396661	0.048380726864755	0.113	0.061	1
XPNPEP1	0.133104543433839	0.0483283004371001	0.152	0.091	1
CDKAL1	0.0301892805687745	0.0482064493971597	0.053	0.008	1
FBXL13	0.0301892805687745	0.0482064493971597	0.053	0.008	1
COQ10A	0.0301892805687745	0.0482064493971597	0.053	0.008	1
AC100793.2	0.0301892805687745	0.0482064493971597	0.053	0.008	1
THSD4	0.0499738143657522	0.0482064493971597	0.046	0.008	1
PNRC2	0.262032557748083	0.0482037007230997	0.417	0.333	1
SRP14	0.104733162418533	0.04819901127068	0.914	0.932	1
ZC3H6	0.0702581604135883	0.0481560645058689	0.093	0.038	1
KIF9	0.0702581604135883	0.0481560645058689	0.093	0.038	1
FASTK	0.245100595751505	0.0480195125600489	0.179	0.129	1
CKS2	0.11086127242596	0.04797360582097	0.119	0.061	1
SYNGAP1	0.0945964519088634	0.0479163201370949	0.119	0.061	1
MFN1	0.146060910229506	0.0479163201370949	0.119	0.068	1
UVRAG	0.146060910229506	0.0479163201370949	0.119	0.068	1
ZDHHC16	0.146060910229506	0.0479163201370949	0.119	0.068	1
RXYLT1	0.146060910229506	0.0479163201370949	0.119	0.068	1
GNA11	0.146060910229506	0.0479163201370949	0.119	0.068	1
CARM1	0.146060910229506	0.0479163201370949	0.119	0.068	1
KIFAP3	0.182439965910604	0.047911721890453	0.172	0.114	1
DOCK7	0.0823053295720628	0.0478034305210002	0.113	0.053	1
GEMIN6	0.0823053295720628	0.0478034305210002	0.113	0.053	1
ZCCHC8	0.0823053295720628	0.0478034305210002	0.113	0.053	1
CCNG2	0.112924749721642	0.0478034305210002	0.106	0.053	1
CERS5	0.198761184996672	0.0477993723857915	0.159	0.106	1
MRPS2	0.186256522879612	0.0477611458116235	0.199	0.136	1
AGTRAP	0.136945491873257	0.0477455441281092	0.291	0.197	1
TBX3	0.0837533074161643	0.0477266965830309	0.113	0.053	1
TRIOBP	0.236118197417026	0.0476886184703309	0.199	0.144	1
PIK3R3	0.0704987586344351	0.0476130966778043	0.106	0.045	1
ZNF841	0.144827604484224	0.0476079819432498	0.099	0.053	1
VPS13A	0.19741829601864	0.0476079819432498	0.093	0.053	1
YES1	0.101043542518052	0.0475726589568847	0.139	0.076	1
MCEE	0.148455500956834	0.0475726589568847	0.139	0.083	1
CWC25	0.148455500956834	0.0475726589568847	0.139	0.083	1
KIF3B	0.148455500956834	0.0475726589568847	0.139	0.083	1
PES1	0.148455500956834	0.0475726589568847	0.139	0.083	1
RAB14	0.428475599338818	0.0475005757654876	0.305	0.265	1
THUMPD3-AS1	0.149061121848068	0.0474983405747683	0.139	0.083	1
PWWP2A	0.208035118775461	0.0474983405747683	0.139	0.091	1
GLYR1	0.208035118775461	0.0474983405747683	0.139	0.091	1
CAMK2D	0.137407187910773	0.0473857041463119	0.132	0.076	1
B4GALT5	0.0359767447044957	0.0473694387247325	0.079	0.023	1
FAM126B	0.0748104807302857	0.0473694387247325	0.079	0.03	1
POMGNT2	0.0748104807302857	0.0473694387247325	0.079	0.03	1
PCCB	0.0748104807302857	0.0473694387247325	0.079	0.03	1
DROSHA	0.0748104807302857	0.0473694387247325	0.079	0.03	1
POLM	0.0748104807302857	0.0473694387247325	0.079	0.03	1
ZNF736	0.0748104807302857	0.0473694387247325	0.079	0.03	1
TMEM168	0.0748104807302857	0.0473694387247325	0.079	0.03	1
ZMYM3	0.0748104807302857	0.0473694387247325	0.079	0.03	1
ARHGAP20	0.0748104807302857	0.0473694387247325	0.079	0.03	1
BUD13	0.0748104807302857	0.0473694387247325	0.079	0.03	1
PCCA	0.0748104807302857	0.0473694387247325	0.079	0.03	1
IRS2	0.0748104807302857	0.0473694387247325	0.079	0.03	1
GALNT16	0.0748104807302857	0.0473694387247325	0.079	0.03	1
DCAKD	0.0748104807302857	0.0473694387247325	0.079	0.03	1
DUS1L	0.0748104807302857	0.0473694387247325	0.079	0.03	1
PET117	0.0748104807302857	0.0473694387247325	0.079	0.03	1
OLA1	0.266416002006524	0.0473558090845982	0.285	0.22	1
ELOF1	0.278924696164742	0.0472961892079893	0.219	0.167	1
CHMP3	0.148982464334455	0.0472943633744173	0.318	0.22	1
ANKMY2	0.138346532871136	0.0472932650145378	0.079	0.038	1
ENO1	0.604034254589748	0.0472812063098883	0.583	0.515	1
RRP15	0.149806976152575	0.0472647960739507	0.119	0.068	1
UTP14A	0.149806976152575	0.0472647960739507	0.119	0.068	1
PKD1	0.149806976152575	0.0472647960739507	0.119	0.068	1
FNBP4	0.178933183897001	0.047257904904315	0.212	0.144	1
DNPEP	0.14971938679876	0.0472376025169609	0.159	0.098	1
PXMP2	0.217313271728041	0.0471912539840163	0.119	0.076	1
EMD	0.263243127693987	0.0471725090087373	0.344	0.273	1
XRN2	0.164295633129604	0.0471720663495781	0.258	0.174	1
RAB32	0.124547139366813	0.0471548010562471	0.192	0.121	1
SAMM50	0.231540410211704	0.0471415174105061	0.192	0.136	1
SREK1IP1	0.170238635178256	0.0470585264377254	0.245	0.167	1
IMPA2	0.14081432398018	0.0470532430838218	0.152	0.091	1
TTF2	0.0537686393412821	0.0470472821216112	0.06	0.015	1
HEY1	0.0537686393412821	0.0470472821216112	0.06	0.015	1
NUBPL	0.0537686393412821	0.0470472821216112	0.06	0.015	1
CEP112	0.0537686393412821	0.0470472821216112	0.06	0.015	1
ATP9B	0.0537686393412821	0.0470472821216112	0.06	0.015	1
LMO7-AS1	0.0537686393412821	0.0470472821216112	0.06	0.015	1
AHDC1	0.22383197401935	0.0470445892837153	0.146	0.098	1
ANKIB1	0.22383197401935	0.0470445892837153	0.146	0.098	1
PLEKHM2	0.0898192755521107	0.0470240997328403	0.099	0.045	1
MTAP	0.0898192755521107	0.0470240997328403	0.099	0.045	1
TCHP	0.0898192755521107	0.0470240997328403	0.099	0.045	1
PGS1	0.0898192755521107	0.0470240997328403	0.099	0.045	1
ATRN	0.0898192755521107	0.0470240997328403	0.099	0.045	1
RNF114	0.296876699459771	0.0470033229244605	0.199	0.152	1
CBLB	0.104567856338188	0.0469302887829181	0.139	0.076	1
GIPC1	0.152379903347716	0.0469302887829181	0.139	0.083	1
ASH1L	0.206794873325917	0.0468987313113507	0.278	0.205	1
RAB24	0.219864128993999	0.0468757022777063	0.232	0.167	1
TMEM106C	0.274554574433867	0.046826920514016	0.225	0.167	1
KIAA0100	0.167049509428345	0.0468046614435824	0.126	0.076	1
WDR33	0.151230071575828	0.0467788854766444	0.219	0.144	1
ZDBF2	0.0210132908737164	0.046718284555592	0.04	0	1
AMHR2	0.0210132908737164	0.046718284555592	0.04	0	1
FP671120.4	0.0210132908737164	0.046718284555592	0.04	0	1
HSD11B1	0.0376978516712374	0.0467025948435116	0.079	0.023	1
ARV1	0.0772720337186665	0.0467025948435116	0.079	0.03	1
BICD1	0.0772720337186665	0.0467025948435116	0.079	0.03	1
MAP3K3	0.0772720337186665	0.0467025948435116	0.079	0.03	1
KAT5	0.0999312906672917	0.0466876257609344	0.119	0.061	1
KLHL36	0.0999312906672917	0.0466876257609344	0.119	0.061	1
PPP1R9B	0.0999312906672917	0.0466876257609344	0.119	0.061	1
ATRAID	0.279752543278351	0.0466819184585156	0.47	0.356	1
NME1	0.170820301253128	0.0466223846191303	0.291	0.205	1
HSP90B1	0.396675618227774	0.0465757096022053	0.675	0.636	1
GGNBP2	0.277303496145042	0.0465590048574962	0.245	0.189	1
SLC25A11	0.186803729832655	0.0465590048574959	0.245	0.174	1
ATP2B1	0.246436048561437	0.0464587153171611	0.199	0.144	1
IARS	0.211124605274457	0.0464001072407021	0.185	0.129	1
STAU1	0.255599474767028	0.0463690429287435	0.364	0.288	1
UBE2M	0.0926588114255522	0.0463668463953255	0.099	0.045	1
MEF2A	0.18982030120137	0.0463465832585925	0.192	0.129	1
ZC3H7B	0.156356247617405	0.0462913335487112	0.139	0.083	1
WDR12	0.0982624721482535	0.0462316968489963	0.086	0.038	1
MSMO1	0.0982624721482535	0.0462316968489963	0.086	0.038	1
COQ6	0.0982624721482535	0.0462316968489963	0.086	0.038	1
G2E3	0.140677932900936	0.0462316968489963	0.079	0.038	1
PLXND1	0.215992276098989	0.0462256907171455	0.185	0.129	1
LAGE3	0.203948279712851	0.0462198571540524	0.179	0.121	1
CCT6A	0.355002160655459	0.0461762133672598	0.397	0.348	1
ATP1B2	0.231468400314982	0.0461616456429608	0.079	0.045	1
KRR1	0.166603357493903	0.0461567010047232	0.166	0.106	1
SBNO1	0.171106891162519	0.0459827407179971	0.146	0.091	1
PEAR1	0.125662569078533	0.0459814160273076	0.093	0.045	1
ZNF800	0.157969420424676	0.0459739930705115	0.159	0.098	1
BTN3A3	0.110408340244634	0.0459026923195286	0.106	0.053	1
GATD1	0.110408340244634	0.0459026923195286	0.106	0.053	1
SASS6	0.0810647617113594	0.0458991821851613	0.066	0.023	1
APOOL	0.0810647617113594	0.0458991821851613	0.066	0.023	1
INSR	0.0810647617113594	0.0458991821851613	0.066	0.023	1
CWC22	0.171279095444222	0.0458400436938489	0.146	0.091	1
PLK3	0.173279352909459	0.0458351886031929	0.106	0.061	1
NIT2	0.261838486704308	0.0457807377421983	0.179	0.129	1
RARA	0.171914129964093	0.0457746859772447	0.146	0.091	1
MCTS1	0.232612906918586	0.0457313339703204	0.265	0.197	1
SYAP1	0.156047501344631	0.0456711379569253	0.265	0.182	1
ELOC	0.278961800567865	0.0456656888018934	0.384	0.303	1
MARF1	0.258909303351035	0.0456378070871404	0.132	0.091	1
TIMM50	0.258909303351035	0.0456378070871404	0.132	0.091	1
AC093157.1	0.0124987774714153	0.0456283993340706	0.046	0	1
LINC01117	0.0124987774714153	0.0456283993340706	0.046	0	1
IL17RD	0.0124987774714153	0.0456283993340706	0.046	0	1
MSX1	0.0124987774714153	0.0456283993340706	0.046	0	1
TMEM150C	0.0124987774714153	0.0456283993340706	0.046	0	1
HAND2-AS1	0.0124987774714153	0.0456283993340706	0.046	0	1
FGF10	0.0124987774714153	0.0456283993340706	0.046	0	1
MYOZ3	0.0124987774714153	0.0456283993340706	0.046	0	1
ZNF354B	0.0124987774714153	0.0456283993340706	0.046	0	1
LCA5	0.0124987774714153	0.0456283993340706	0.046	0	1
NLGN3	0.0124987774714153	0.0456283993340706	0.046	0	1
NAALAD2	0.0124987774714153	0.0456283993340706	0.046	0	1
PKNOX2	0.0124987774714153	0.0456283993340706	0.046	0	1
CDON	0.0124987774714153	0.0456283993340706	0.046	0	1
MTPAP	0.0124987774714153	0.0456283993340706	0.046	0	1
ETFBKMT	0.0124987774714153	0.0456283993340706	0.046	0	1
ZC3H10	0.0124987774714153	0.0456283993340706	0.046	0	1
PELI2	0.0124987774714153	0.0456283993340706	0.046	0	1
C15orf41	0.0124987774714153	0.0456283993340706	0.046	0	1
CTNS	0.0124987774714153	0.0456283993340706	0.046	0	1
LINC00324	0.0124987774714153	0.0456283993340706	0.046	0	1
AXIN2	0.0124987774714153	0.0456283993340706	0.046	0	1
MEX3D	0.0124987774714153	0.0456283993340706	0.046	0	1
CSDC2	0.0124987774714153	0.0456283993340706	0.046	0	1
ERG	0.0124987774714153	0.0456283993340706	0.046	0	1
SHROOM2	0.0124987774714153	0.0456283993340706	0.046	0	1
HOXC9	0.0124987774714153	0.0456283993340706	0.046	0	1
HOXA9	0.0124987774714153	0.0456283993340706	0.046	0	1
HOXD3	0.0124987774714153	0.0456283993340706	0.046	0	1
AL357078.1	0.0124987774714153	0.0456283993340706	0.046	0	1
LINC02519	0.0124987774714153	0.0456283993340706	0.046	0	1
AC010636.1	0.0124987774714153	0.0456283993340706	0.046	0	1
DDX58	0.11830023702474	0.0455820945868012	0.126	0.068	1
HSCB	0.11830023702474	0.0455820945868012	0.126	0.068	1
MYO15B	0.0515248762260472	0.0455711302573548	0.086	0.03	1
MOB2	0.101169812402403	0.0455711302573548	0.086	0.038	1
C17orf58	0.101169812402403	0.0455711302573548	0.086	0.038	1
SNRNP200	0.229030719241929	0.0455009719195814	0.258	0.189	1
CYB5A	0.45762741861193	0.0454421242440349	0.238	0.205	1
TXNL1	0.33230862125796	0.0454269200943782	0.338	0.28	1
SCFD1	0.185879618219421	0.0453904495972752	0.152	0.098	1
PAXIP1-AS1	0.0357063531079658	0.045298813107185	0.066	0.015	1
CWF19L1	0.0357063531079658	0.045298813107185	0.066	0.015	1
FCF1	0.0357063531079658	0.045298813107185	0.066	0.015	1
BABAM2	0.113624274948529	0.0452515461598616	0.106	0.053	1
DMXL1	0.113624274948529	0.0452515461598616	0.106	0.053	1
WRNIP1	0.113624274948529	0.0452515461598616	0.106	0.053	1
GRN	0.274199853108961	0.0452456366254986	0.45	0.364	1
FAXDC2	0.1623947147156	0.045167170393462	0.066	0.03	1
TMEM39B	0.122761873114459	0.0451046545459384	0.093	0.045	1
MTMR14	0.122761873114459	0.0451046545459384	0.093	0.045	1
NCKIPSD	0.122761873114459	0.0451046545459384	0.093	0.045	1
STIM2	0.122761873114459	0.0451046545459384	0.093	0.045	1
MGST2	0.122761873114459	0.0451046545459384	0.093	0.045	1
RAD1	0.122761873114459	0.0451046545459384	0.093	0.045	1
ZNF12	0.122761873114459	0.0451046545459384	0.093	0.045	1
COQ7	0.122761873114459	0.0451046545459384	0.093	0.045	1
RASA4	0.12449067482292	0.0450406145792882	0.093	0.045	1
KLHDC10	0.197418008357418	0.0450406145792882	0.093	0.053	1
CEP164	0.197418008357418	0.0450406145792882	0.093	0.053	1
MIA3	0.239975494606828	0.0450246530470014	0.172	0.121	1
UBAP2	0.0550111358816708	0.0449778656053914	0.086	0.03	1
UPF2	0.239354713262496	0.0449644223850111	0.172	0.121	1
TUBB2B	0.0514872330353014	0.044887044990519	0.046	0.008	1
BMP7	0.0837979246906558	0.044887044990519	0.04	0.008	1
KIF5B	0.160996771198714	0.0448468984018912	0.404	0.28	1
LMF2	0.268057744859716	0.0448123708282264	0.205	0.152	1
DNAJB2	0.131692902235207	0.044791694921314	0.113	0.061	1
ELP6	0.131692902235207	0.044791694921314	0.113	0.061	1
PCGF3	0.131692902235207	0.044791694921314	0.113	0.061	1
TRERF1	0.131692902235207	0.044791694921314	0.113	0.061	1
POLR1C	0.131692902235207	0.044791694921314	0.113	0.061	1
AKAP8L	0.131692902235207	0.044791694921314	0.113	0.061	1
TUBE1	0.110412762174919	0.0447619914816298	0.073	0.03	1
RBM41	0.110412762174919	0.0447619914816298	0.073	0.03	1
ZDHHC9	0.110412762174919	0.0447619914816298	0.073	0.03	1
TMEM120B	0.110412762174919	0.0447619914816298	0.073	0.03	1
S1PR2	0.110412762174919	0.0447619914816298	0.073	0.03	1
HECTD1	0.262777064193319	0.0447597918972836	0.238	0.182	1
CBX5	0.398104967693242	0.0447529275567315	0.272	0.227	1
DDOST	0.301881444340299	0.0447198725464099	0.364	0.288	1
GPS1	0.264340660809677	0.0447005154214011	0.232	0.174	1
FAM208A	0.180861191608641	0.0446998115344716	0.152	0.098	1
CAPZA2	0.215045448347535	0.0446962808554465	0.351	0.258	1
NIPBL	0.231898087385407	0.044671187194717	0.192	0.136	1
DHRS3	0.309311929278207	0.04463671558808	0.073	0.045	1
UXT	0.220812642439001	0.0446166183038181	0.53	0.409	1
MITD1	0.209167236875001	0.0446117827128068	0.139	0.091	1
REST	0.35349901013491	0.0444809065045677	0.258	0.212	1
MTMR11	0.0303635991084629	0.0444745793715777	0.053	0.008	1
FAM49A	0.0303635991084629	0.0444745793715777	0.053	0.008	1
AC097103.2	0.0303635991084629	0.0444745793715777	0.053	0.008	1
FCHSD1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
BCKDHB	0.0303635991084629	0.0444745793715777	0.053	0.008	1
FOXP2	0.0303635991084629	0.0444745793715777	0.053	0.008	1
MID1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
MIR222HG	0.0303635991084629	0.0444745793715777	0.053	0.008	1
MINCR	0.0303635991084629	0.0444745793715777	0.053	0.008	1
ZNF189	0.0303635991084629	0.0444745793715777	0.053	0.008	1
ZNF462	0.0303635991084629	0.0444745793715777	0.053	0.008	1
SLC2A8	0.0303635991084629	0.0444745793715777	0.053	0.008	1
ADAMTSL2	0.0303635991084629	0.0444745793715777	0.053	0.008	1
TENM4	0.0303635991084629	0.0444745793715777	0.053	0.008	1
SC5D	0.0303635991084629	0.0444745793715777	0.053	0.008	1
TET1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
FAM19A2	0.0303635991084629	0.0444745793715777	0.053	0.008	1
NAA25	0.0303635991084629	0.0444745793715777	0.053	0.008	1
MIPOL1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
RAD51B	0.0303635991084629	0.0444745793715777	0.053	0.008	1
BBOF1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
MAPKBP1	0.0303635991084629	0.0444745793715777	0.053	0.008	1
ZNF205	0.0303635991084629	0.0444745793715777	0.053	0.008	1
LCAT	0.0303635991084629	0.0444745793715777	0.053	0.008	1
PLA2G15	0.0303635991084629	0.0444745793715777	0.053	0.008	1
ZNF14	0.0303635991084629	0.0444745793715777	0.053	0.008	1
LIN7B	0.0303635991084629	0.0444745793715777	0.053	0.008	1
TMEM161B-AS1	0.12606778966279	0.0444502768234304	0.093	0.045	1
DNAJB9	0.12606778966279	0.0444502768234304	0.093	0.045	1
CCDC86	0.12606778966279	0.0444502768234304	0.093	0.045	1
ITPRIP	0.12606778966279	0.0444502768234304	0.093	0.045	1
DHRS1	0.12606778966279	0.0444502768234304	0.093	0.045	1
AMFR	0.12606778966279	0.0444502768234304	0.093	0.045	1
CFAP20	0.196719765908699	0.0444273137315203	0.132	0.083	1
KLHL18	0.0848645441446172	0.0444121218050304	0.053	0.015	1
DDX31	0.0848645441446172	0.0444121218050304	0.053	0.015	1
HIC1	0.244953540490851	0.0444055823277539	0.172	0.121	1
DHX29	0.334671190486121	0.0443294388783643	0.212	0.167	1
GALK1	0.204741078149434	0.044314095738022	0.159	0.106	1
ANKRD13D	0.218143953912761	0.044274344795389	0.119	0.076	1
MAP1A	0.242595722684974	0.0442396539157365	0.199	0.144	1
PREPL	0.300804685248171	0.0442156637090717	0.119	0.083	1
CCM2	0.140938116505508	0.0441893562097931	0.152	0.091	1
DNAJC2	0.140938116505508	0.0441893562097931	0.152	0.091	1
MUTYH	0.0557626805940002	0.0441618117412088	0.073	0.023	1
MEGF8	0.0557626805940002	0.0441618117412088	0.073	0.023	1
BAZ1B	0.213569275287987	0.0441199503637756	0.272	0.197	1
DTX2	0.113425972449709	0.0441017727006186	0.073	0.03	1
DDX10	0.113425972449709	0.0441017727006186	0.073	0.03	1
NTRK3	0.0355202758629865	0.0440548157439829	0.033	0	1
SEC22B	0.200900292167386	0.0440237627870986	0.179	0.121	1
FAU	0.0161031116333456	0.0440085889302519	0.987	1	1
TUBA1B	0.35438218257983	0.0440004351604465	0.709	0.545	1
WDFY3	0.147822360975491	0.0439881612511541	0.099	0.053	1
CDYL	0.147822360975491	0.0439881612511541	0.099	0.053	1
BAK1	0.147822360975491	0.0439881612511541	0.099	0.053	1
CAAP1	0.147822360975491	0.0439881612511541	0.099	0.053	1
HIF1AN	0.147822360975491	0.0439881612511541	0.099	0.053	1
FRS2	0.147822360975491	0.0439881612511541	0.099	0.053	1
OCEL1	0.213673362104074	0.0439779524310925	0.139	0.091	1
ZNF655	0.269785955509025	0.0439779524310925	0.132	0.091	1
MRPL50	0.269785955509025	0.0439779524310925	0.132	0.091	1
CTTNBP2NL	0.226210504121239	0.0439300235731729	0.099	0.061	1
